X Y Z LocalTime TrackLength
-98.8200000000 -0.7544946405 4.5249331552 0.0000000000 0.0000000000
-82.3500000000 -0.7544946405 4.5249331552 0.0551905847 16.4700000000
-81.8500000000 -0.7544946405 4.5249331552 0.0568660730 16.9700039256
-81.4879047824 -0.7549892627 4.5237839247 0.0580794574 17.3321033651
-80.4798433106 -0.7594353460 4.5194098670 0.0614575384 18.3401843091
-80.1200000000 -0.7610096012 4.5176933684 0.0626634010 18.7000371943
-79.6277070967 -0.7621344546 4.5162640706 0.0643130947 19.1923372735
-78.8814705576 -0.7614112592 4.5152454401 0.0668137602 19.9385749539
-78.3900000000 -0.7609344116 4.5147988161 0.0684606982 20.4300497539
-78.0307545289 -0.7606322639 4.5137426166 0.0696645543 20.7892989412
-77.0196066353 -0.7599083396 4.5095093941 0.0730530104 21.8004561327
-76.6600000000 -0.7596585809 4.5080799882 0.0742580884 22.1600677390
-76.1714166420 -0.7588496311 4.5043999208 0.0758954201 22.6486694006
-75.4160343930 -0.7565585505 4.4973253271 0.0784269003 23.4040883579
-74.9300000000 -0.7549922570 4.4926834603 0.0800557320 23.8901511797
-74.5688603271 -0.7568639877 4.4918609157 0.0812659709 24.2512987059
-73.5589939851 -0.7611378849 4.4904849844 0.0846501903 25.2611752068
-73.2000000000 -0.7626097515 4.4900854690 0.0858532354 25.6201744751
-72.7070202090 -0.7627363626 4.4878543301 0.0875052944 26.1131631873
-71.9619432309 -0.7618272877 4.4797227930 0.0900023098 26.8582851966
-71.4700000000 -0.7615800518 4.4745424618 0.0916509786 27.3502596092
-71.1110095357 -0.7611449727 4.4715479126 0.0928540592 27.7092648760
-70.1000971217 -0.7589293323 4.4653701355 0.0962418797 28.7201987755
-69.7400000000 -0.7579806729 4.4633449894 0.0974486546 29.0803049052
-69.2543815711 -0.7561820076 4.4624062921 0.0990760699 29.5659313283
-68.4892309819 -0.7503041481 4.4602906833 0.1016403337 30.3311075255
-68.0100000000 -0.7463526554 4.4587834487 0.1032464007 30.8103608308
-67.6431081224 -0.7458292322 4.4557897042 0.1044759809 31.1772674443
-66.6467721247 -0.7460530367 4.4459302066 0.1078151026 32.1736524322
-66.2800000000 -0.7461317567 4.4422607551 0.1090443066 32.5404450703
-65.8044606330 -0.7468231185 4.4381917024 0.1106380198 33.0160059647
-65.0290337742 -0.7501197675 4.4281712183 0.1132369512 33.7915046929
-64.5500000000 -0.7520870988 4.4220001787 0.1148424874 34.2705859363
-64.0500000000 -0.7541961645 4.4160451264 0.1165182873 34.7706298642
-63.5500000000 -0.7539768897 4.4125212076 0.1181940026 35.2706463520
-63.2495553467 -0.7547249497 4.4099111682 0.1192009442 35.5711047273
-62.1201101912 -0.7604247396 4.3986581309 0.1229863754 36.7006205600
-61.8200000000 -0.7616930332 4.3955959625 0.1239922205 37.0007505051
-60.0900000000 -0.7695452981 4.3738119020 0.1297906462 38.7309538086
-59.7897746468 -0.7713779705 4.3715438632 0.1307968818 39.0311947808
-58.6605206265 -0.7785801824 4.3632505289 0.1345817021 40.1605024565
-58.3600000000 -0.7802665890 4.3609038362 0.1355889310 40.4610384400
-56.6300000000 -0.7850500802 4.3530914553 0.1413870590 42.1911112750
-56.3288755023 -0.7890802664 4.3518711084 0.1423963855 42.4922666897
-55.2016633808 -0.8015825894 4.3441773332 0.1461746023 43.6195746432
-54.9000000000 -0.8047159447 4.3421715936 0.1471857175 43.9212624467
-53.1700000000 -0.8207263314 4.3273595693 0.1529843648 45.6514487755
-52.8664688540 -0.8221421644 4.3244307843 0.1540017409 45.9549988602
-51.7456700501 -0.8247603788 4.3076563583 0.1577586849 47.0759264931
-51.4400000000 -0.8252804722 4.3032142797 0.1587832922 47.3816307928
-49.7100000000 -0.8318356225 4.2872254799 0.1645819413 49.1117662433
-49.4006681256 -0.8317749946 4.2852359586 0.1656187521 49.4211060962
-48.2904810784 -0.8312499412 4.2791774925 0.1693398425 50.5313100226
-47.9800000000 -0.8312149299 4.2773513161 0.1703805074 50.8417980618
-47.2126392502 -0.8263495622 4.2689993952 0.1729527024 51.6092293984
-47.0007126139 -0.8259521864 4.2658203352 0.1736631107 51.8211802632
-46.2500000000 -0.8240900385 4.2545617070 0.1761796100 52.5719889177
-45.7500000000 -0.8207754650 4.2466046913 0.1778557518 53.0720673496
